"","아파트명","도로명주소","geometry","near_station","nearest_station","nearest_distance"
"225","울트라멤버스","서울특별시 강남구 남부순환로381길 25",c(127.0467835, 37.48772016),TRUE,"매봉",68.2771507366562
"226","필로스(193-45)","서울특별시 강남구 남부순환로381길 57",c(127.0442898, 37.48696925),TRUE,"매봉",231.481864515462
"227","청암빌라트","서울특별시 강남구 남부순환로391길 7",c(127.0571738, 37.49246888),TRUE,"도곡",198.097972015478
"228","선경3차","서울특별시 강남구 남부순환로395길 10",c(127.0609267, 37.49418872),TRUE,"대치",227.199582910527
"229","미도맨션3차","서울특별시 강남구 남부순환로397길 5",c(127.0617629, 37.4945671),TRUE,"대치",148.801233395863
"230","역삼동칼라","서울특별시 강남구 논현로101길 6",c(127.0344817, 37.50475831),FALSE,"언주",278.659542020153
"231","역삼동골든베리힐","서울특별시 강남구 논현로102길 4",c(127.0356445, 37.5046994),FALSE,"언주",320.168673372888
"232","리치타워","서울특별시 강남구 논현로105길 52",c(127.029953, 37.50535997),FALSE,"언주",404.204455879988
"233","휴먼스페이스","서울특별시 강남구 논현로111길 3",c(127.0332105, 37.50766933),TRUE,"언주",78.0309687454689
"234","이산","서울특별시 강남구 논현로111길 34",c(127.0306936, 37.5072031),FALSE,"언주",281.955861440487
"235","논현동한화꿈에그린","서울특별시 강남구 논현로111길 39",c(127.0305708, 37.50687614),FALSE,"언주",295.26834979675
"236","논현동프라임","서울특별시 강남구 논현로113길 5",c(127.0328329, 37.50827834),TRUE,"언주",150.145415116384
"237","리더스빌","서울특별시 강남구 논현로113길 7",c(127.0324313, 37.50819843),TRUE,"언주",168.500386375936
"238","신동아","서울특별시 강남구 논현로118길 17",c(127.0340277, 37.51032849),FALSE,"언주",345.862199565897
"239","논현아트빌","서울특별시 강남구 논현로124길 7",c(127.0322706, 37.51243466),FALSE,"언주",597.179224555511
"240","두영","서울특별시 강남구 논현로124길 8",c(127.0323868, 37.51218377),FALSE,"언주",567.649229528961
"241","학동","서울특별시 강남구 논현로124길 28",c(127.0338132, 37.51261188),FALSE,"언주",599.588910683708
"242","브라이튼N40","서울특별시 강남구 논현로131길 44",c(127.026592, 37.51415168),FALSE,"언주",1004.21827791946
"243","하우트리스","서울특별시 강남구 논현로131길 45",c(127.0267309, 37.51344872),FALSE,"언주",937.256433057218
"244","한양빌라트","서울특별시 강남구 논현로140길 22",c(127.0313256, 37.5169612),FALSE,"언주",1106.53779370426
"245","대성아파트","서울특별시 강남구 논현로151길 45",c(127.0243962, 37.51946933),FALSE,"언주",1598.8753437004
"246","청림빌","서울특별시 강남구 논현로153길 42",c(127.0247728, 37.52065082),FALSE,"언주",1696.17553596241
"247","압구정화이트빌","서울특별시 강남구 논현로154길 11",c(127.0290437, 37.52179846),FALSE,"언주",1676.46097934901
"248","압구정 Ainvill","서울특별시 강남구 논현로154길 12",c(127.0292408, 37.52151791),FALSE,"언주",1641.88789752128
"249","한양아파트","서울특별시 강남구 논현로157길 29",c(127.0258763, 37.52193766),FALSE,"언주",1782.64171660057
"250","토미","서울특별시 강남구 논현로158길 17",c(127.0297632, 37.52222349),FALSE,"언주",1707.5586572415
"251","하야트빌","서울특별시 강남구 논현로159길 56",c(127.023789, 37.5218392),FALSE,"언주",1853.70869548503
"252","장자울아파트","서울특별시 강남구 논현로160길 20",c(127.0297262, 37.52249534),FALSE,"언주",1737.79084818798
"253","아람손프라자/비바빌","서울특별시 강남구 논현로2길 22",c(127.0523888, 37.47281532),FALSE,"매봉",1661.89713768106
"254","새롬(1164-12)","서울특별시 강남구 논현로2길 34",c(127.0529617, 37.47317811),FALSE,"매봉",1639.11939923302
"255","새롬(1164-13)","서울특별시 강남구 논현로2길 36",c(127.0531017, 37.47327899),FALSE,"매봉",1632.61321403868
"256","새롬(1164-14)","서울특별시 강남구 논현로2길 38",c(127.0532475, 37.47336987),FALSE,"매봉",1627.47234362065
"257","한림","서울특별시 강남구 논현로2길 50",c(127.0541181, 37.47393923),FALSE,"매봉",1597.19253719773
"258","뉴현대파크빌","서울특별시 강남구 논현로2길 61-4",c(127.0548221, 37.47482428),FALSE,"매봉",1534.69008362751
"259","리더스","서울특별시 강남구 논현로2길 62",c(127.0548157, 37.47438829),FALSE,"매봉",1577.76407473955
"260","그린빌리지","서울특별시 강남구 논현로4길 28",c(127.0523609, 37.47320659),FALSE,"매봉",1619.58939090798
"261","포이현대빌라트","서울특별시 강남구 논현로4길 50",c(127.0537511, 37.47409574),FALSE,"매봉",1568.49360814148
"262","현대그린1","서울특별시 강남구 논현로51길 25",c(127.0393752, 37.48884104),FALSE,"매봉",691.731083681048
"263","강남서해더블루","서울특별시 강남구 논현로63길 16",c(127.0391145, 37.49289408),FALSE,"역삼",895.204892561781
"264","리츠빌","서울특별시 강남구 논현로64길 28",c(127.0426363, 37.4936174),FALSE,"매봉",815.424068611301
"265","역삼이안애에이","서울특별시 강남구 논현로70길 14",c(127.0409346, 37.49519142),FALSE,"역삼",726.231035208727
"266","역삼이안애비","서울특별시 강남구 논현로70길 16",c(127.0411413, 37.49525168),FALSE,"역삼",730.845853932362
"267","불루밍코트","서울특별시 강남구 논현로71길 46",c(127.0358834, 37.49422108),FALSE,"역삼",717.376482717693
"268","지석천평대","서울특별시 강남구 논현로71길 48",c(127.0356729, 37.49414981),FALSE,"역삼",726.754542314182
"269","경일역삼","서울특별시 강남구 논현로72길 32",c(127.0420296, 37.49613777),FALSE,"역삼",704.741788442923
"270","베스젠빌","서울특별시 강남구 논현로97길 74",c(127.030473, 37.50271522),FALSE,"신논현",567.35083202781
"271","광평하우스빌","서울특별시 강남구 도곡로11길 10",c(127.0357686, 37.49155049),FALSE,"역삼",1014.39008489009
"272","역삼르비앙1","서울특별시 강남구 도곡로11길 13",c(127.0353384, 37.49178337),FALSE,"강남",972.042999197936
"273","롯데캐슬노블","서울특별시 강남구 도곡로13길 19",c(127.0358035, 37.49222088),FALSE,"역삼",939.793091417376
"274","롯데캐슬모닝","서울특별시 강남구 도곡로14길 12",c(127.0366292, 37.49022984),FALSE,"매봉",970.747600309506
"275","파크힐","서울특별시 강남구 도곡로14길 14-1",c(127.0370276, 37.48983336),FALSE,"매봉",922.62358322705
"276","도곡3차아이파크","서울특별시 강남구 도곡로14길 21",c(127.0377963, 37.48990133),FALSE,"매봉",861.524080805533
"277","도곡3차아이파크","서울특별시 강남구 도곡로14길 27",c(127.0377819, 37.48922968),FALSE,"매봉",838.782841600801
"278","도곡2차 I-PARK","서울특별시 강남구 도곡로14길 28",c(127.0370346, 37.48918904),FALSE,"매봉",901.093467313836
"279","거평빌라트","서울특별시 강남구 도곡로17길 12",c(127.0375529, 37.4921698),FALSE,"역삼",949.030748473388
"280","현대아파트 1동~3동","서울특별시 강남구 도곡로18길 34",c(127.0379741, 37.48884199),FALSE,"매봉",811.243714977522
"281","현대아파트 1동~3동","서울특별시 강남구 도곡로18길 35",c(127.0391131, 37.48928217),FALSE,"매봉",728.700877874575
"282","노블카운티","서울특별시 강남구 도곡로19길 13",c(127.0378146, 37.49258084),FALSE,"역삼",906.409066626175
"283","강남한솔","서울특별시 강남구 도곡로19길 17",c(127.0378047, 37.49275624),FALSE,"역삼",886.967393597998
"284","경인리빙텔","서울특별시 강남구 도곡로1길 22",c(127.0309235, 37.4917606),FALSE,"강남",751.02841532877
"285","역삼동월드메르디앙","서울특별시 강남구 도곡로21길 15",c(127.0384431, 37.49276636),FALSE,"역삼",895.303110699544
"286","세종빌라트","서울특별시 강남구 도곡로23길 31",c(127.0387947, 37.49417707),FALSE,"역삼",750.235194315125
"287","우성빌라트","서울특별시 강남구 도곡로23길 32",c(127.0391613, 37.4943779),FALSE,"역삼",738.718551689537
"288","TREE HOUSE","서울특별시 강남구 도곡로23길 33",c(127.0386875, 37.49442715),FALSE,"역삼",720.895657385134
"289","삼경하이빌1","서울특별시 강남구 도곡로2길 46",c(127.0345915, 37.48711697),FALSE,"매봉",1086.62401566483
"290","갤러리하우스","서울특별시 강남구 도곡로33길 16",c(127.0434671, 37.49442756),FALSE,"매봉",868.018249261
"291","한스빌(836)","서울특별시 강남구 도곡로3길 26",c(127.0329087, 37.49197521),FALSE,"강남",816.693117311837
"292","래미안그레이튼","서울특별시 강남구 도곡로43길 20",c(127.0482985, 37.49666608),FALSE,"선릉",844.144568626918
"293","래미안그레이튼(진달래2차)","서울특별시 강남구 도곡로43길 21",c(127.0472895, 37.49522681),FALSE,"도곡",870.302557339487
"294","상지리츠빌역삼2차","서울특별시 강남구 도곡로43길 37",c(127.0463795, 37.49671873),FALSE,"선릉",853.03625843164
"295","하이페리온","서울특별시 강남구 도곡로4길 31",c(127.0350067, 37.48870221),FALSE,"매봉",1064.72694380216
"296","트레벨","서울특별시 강남구 도곡로57길 9-7",c(127.0504055, 37.49613178),FALSE,"도곡",726.047666920283
"297","역삼2차아이파크","서울특별시 강남구 도곡로57길 12",c(127.0514918, 37.49676268),FALSE,"도곡",727.920969957776
"298","동민맥스빌B동","서울특별시 강남구 도곡로69길 7",c(127.0558928, 37.49791954),FALSE,"도곡",755.278450226536
"299","청원","서울특별시 강남구 도곡로69길 16",c(127.0559771, 37.49843455),FALSE,"대치",785.000160647892
"300","현대아이리스1","서울특별시 강남구 도곡로6길 14",c(127.0341843, 37.48932898),FALSE,"강남",1124.44283425812
"301","대명비발디","서울특별시 강남구 도곡로6길 18",c(127.0343342, 37.48907229),FALSE,"매봉",1130.48143173981
"302","한티(933-0)","서울특별시 강남구 도곡로73길 18",c(127.0571138, 37.49898128),FALSE,"대치",741.348868076162
"303","삼성3차","서울특별시 강남구 도곡로78길 13",c(127.0598857, 37.49749656),FALSE,"대치",449.987127365773
"304","대치삼성","서울특별시 강남구 도곡로78길 22",c(127.0582317, 37.49652455),FALSE,"대치",507.551083749731
"305","금호어울림","서울특별시 강남구 도곡로7길 22",c(127.0349534, 37.49202551),FALSE,"강남",928.99374303036
"306","역삼열성카이스빌","서울특별시 강남구 도곡로7길 23",c(127.034105, 37.49208716),FALSE,"강남",872.762601336339
"307","래미안 대치 하이스턴","서울특별시 강남구 도곡로93길 12",c(127.0655403, 37.50106719),FALSE,"학여울",651.396815762162
"308","르엘대치","서울특별시 강남구 도곡로93길 23",c(127.0640672, 37.50158966),FALSE,"대치",779.016111189732
"309","대우멤버스카운티Ⅱ","서울특별시 강남구 도산대로100길 22-15",c(127.0515099, 37.52261937),FALSE,"삼성",1848.15323012315
"310","청담대우로얄카운티5차","서울특별시 강남구 도산대로100길 30",c(127.0523044, 37.52262942),FALSE,"삼성",1810.93174908796
"311","상지리츠빌(127-16)","서울특별시 강남구 도산대로101길 15",c(127.0524873, 37.52609615),FALSE,"삼성",2140.21673122301
"312","상지리츠빌5B","서울특별시 강남구 도산대로101길 17-5",c(127.0523435, 37.52635837),FALSE,"삼성",2171.97771510951
"313","청담현대3차아파트","서울특별시 강남구 도산대로101길 29",c(127.0530843, 37.52693895),FALSE,"삼성",2202.83052083877
"314","구산","서울특별시 강남구 도산대로101길 34",c(127.0539065, 37.52668965),FALSE,"삼성",2148.81490733689
"315","상지카일룸","서울특별시 강남구 도산대로101길 38",c(127.0542092, 37.52681493),FALSE,"삼성",2151.71362780317
"316","신사파크빌A동","서울특별시 강남구 도산대로23길 18",c(127.02624, 37.52028526),FALSE,"언주",1601.83506927019
"317","논현인텔(9-2)","서울특별시 강남구 도산대로24길 19",c(127.0268846, 37.51764863),FALSE,"언주",1313.96058607243
"318","신사파크빌B동","서울특별시 강남구 도산대로25길 15-17",c(127.026493, 37.52041112),FALSE,"언주",1605.3408438517
"319","프라임","서울특별시 강남구 도산대로30길 56",c(127.0305907, 37.5162096),FALSE,"언주",1041.09806628579
"320","리갈팰리스","서울특별시 강남구 도산대로35길 46",c(127.0307126, 37.52378116),FALSE,"언주",1862.72146775485
"321","한진로즈힐","서울특별시 강남구 도산대로46길 21",c(127.0371335, 37.52067819),FALSE,"언주",1523.58380124748
"322","쌍용","서울특별시 강남구 도산대로50길 43",c(127.0381379, 37.5196262),FALSE,"언주",1429.48294566427
"323","논현한가람빌라트","서울특별시 강남구 도산대로50길 54",c(127.0375076, 37.51876398),FALSE,"언주",1322.69696808909
"324","골든캐슬","서울특별시 강남구 도산대로54길 48-8",c(127.0388511, 37.51967331),FALSE,"언주",1452.23824710894
"325","에비뉴나인티","서울특별시 강남구 도산대로59길 24",c(127.0425345, 37.52518514),FALSE,"언주",2138.18657320439
"326","청담동마크노빌","서울특별시 강남구 도산대로59길 25",c(127.0422153, 37.52550622),FALSE,"언주",2161.85549945325
"327","아노스카운트빌라트","서울특별시 강남구 도산대로61길 13",c(127.0427574, 37.52483977),FALSE,"언주",2109.56187520357
"328","이니그마빌2","서울특별시 강남구 도산대로61길 19",c(127.0429358, 37.52522498),FALSE,"언주",2155.17592436483
"329","퍼즐하우스","서울특별시 강남구 도산대로67길 13-12",c(127.0436168, 37.52525189),FALSE,"언주",2180.8758263151
"330","청담2차 이-편한세상(201동,202동,203동)","서울특별시 강남구 도산대로70길 25",c(127.0454037, 37.5214569),FALSE,"언주",1880.79250527586
"331","청담2차 이-편한세상(204동)","서울특별시 강남구 도산대로70길 43",c(127.0450779, 37.52061438),FALSE,"언주",1786.62076955935
"332","청담2차 이-편한세상(205동)","서울특별시 강남구 도산대로78길 51",c(127.0461995, 37.52077074),FALSE,"선릉",1844.48721054013
"333","대우로얄카운티2","서울특별시 강남구 도산대로81길 26",c(127.0475746, 37.52605174),FALSE,"삼성",2359.72449044275
"334","신동아빌라트","서울특별시 강남구 도산대로81길 61",c(127.0449198, 37.52732963),FALSE,"언주",2438.53046238209
"335","청담매스터빌","서울특별시 강남구 도산대로81길 69",c(127.0443181, 37.52749973),FALSE,"언주",2435.35277100459
"336","청담8차상지리츠빌","서울특별시 강남구 도산대로83길 22",c(127.048575, 37.52570747),FALSE,"삼성",2277.64919453015
"337","대우로얄카운티3","서울특별시 강남구 도산대로83길 23",c(127.0480981, 37.52590211),FALSE,"삼성",2319.41733825078
"338","청담로얄카운티","서울특별시 강남구 도산대로83길 27",c(127.0482145, 37.52627861),FALSE,"삼성",2348.01373269126
"339","대우리츠카운티","서울특별시 강남구 도산대로83길 35",c(127.0485209, 37.52668413),FALSE,"삼성",2370.54454905209
"340","청담동현대빌라트","서울특별시 강남구 도산대로83길 36",c(127.0490789, 37.52665148),FALSE,"삼성",2340.94990964011
"341","삼호빌라A동","서울특별시 강남구 도산대로83길 43",c(127.0487519, 37.52724947),FALSE,"삼성",2412.61642879637
"342","삼호빌라B동","서울특별시 강남구 도산대로83길 49",c(127.0489398, 37.52773333),FALSE,"삼성",2449.91090758221
"343","삼호빌라씨동","서울특별시 강남구 도산대로83길 55",c(127.0489059, 37.52809977),FALSE,"삼성",2486.47707795812
"344","씨티3차","서울특별시 강남구 도산대로83길 58",c(127.0495354, 37.52819621),FALSE,"삼성",2468.13992762859
"345","상지리츠빌10차","서울특별시 강남구 도산대로85길 24",c(127.0495316, 37.52602987),FALSE,"삼성",2261.18722781672
"346","청담 신원아침도시마인","서울특별시 강남구 도산대로85길 30",c(127.0496801, 37.52644043),FALSE,"삼성",2293.09514448044
"347","청담대우멤버스카운티8차","서울특별시 강남구 도산대로85길 50-10",c(127.0509021, 37.527362),FALSE,"삼성",2329.09908585027
"348","청담대우멤버스카운티7차","서울특별시 강남구 도산대로85길 50-14",c(127.0511844, 37.52714527),FALSE,"삼성",2296.20271516326
"349","상지리츠빌6","서울특별시 강남구 도산대로85길 52",c(127.0502536, 37.52776457),FALSE,"삼성",2395.53477486643
"350","목화","서울특별시 강남구 도산대로85길 53",c(127.049903, 37.52812394),FALSE,"삼성",2445.41524472197
"351","현대한강빌라","서울특별시 강남구 도산대로85길 56",c(127.0502585, 37.52807829),FALSE,"삼성",2426.05171019274
"352","청담대우멤버스카운티11차","서울특별시 강남구 도산대로87길 23",c(127.0499601, 37.52610402),FALSE,"삼성",2248.30360919817
"353","청담대우멤버스카운티10차","서울특별시 강남구 도산대로87길 34",c(127.0505612, 37.52672453),FALSE,"삼성",2281.16101425132
"354","청담대우멤버스카운티6차","서울특별시 강남구 도산대로87길 38",c(127.0507688, 37.52703946),FALSE,"삼성",2302.99935840941
"355","범신칼릭스빌","서울특별시 강남구 도산대로89길 12",c(127.0508632, 37.52526904),FALSE,"삼성",2127.68714663526
"356","청담범신칼릭스빌2차","서울특별시 강남구 도산대로89길 35",c(127.0517901, 37.52677265),FALSE,"삼성",2234.96773407778
"357","상지리츠빌5A","서울특별시 강남구 도산대로89길 36",c(127.052064, 37.52653421),FALSE,"삼성",2200.43767634073
"358","청담(건영)","서울특별시 강남구 도산대로89길 49",c(127.0521544, 37.52757),FALSE,"삼성",2300.6790309922
"359","대우유로카운티","서울특별시 강남구 도산대로92길 10",c(127.0496192, 37.52353486),FALSE,"삼성",2027.31941862428
"360","청담디에브스아파트","서울특별시 강남구 도산대로92길 28",c(127.0491647, 37.52282012),FALSE,"삼성",1988.48119216301
"361","삼성청담공원아파트","서울특별시 강남구 도산대로96길 39",c(127.0504541, 37.52252513),FALSE,"삼성",1893.24652759952
"362","연세빌라(59-16)","서울특별시 강남구 도산대로98길 31",c(127.0520239, 37.52256637),FALSE,"삼성",1818.2896675482
"363","청담대우멤버스카운티9차","서울특별시 강남구 도산대로99길 28-7",c(127.0510806, 37.52686858),FALSE,"삼성",2273.2470984388
"364","청담대우멤버스카운티12차","서울특별시 강남구 도산대로99길 30",c(127.051019, 37.52660983),FALSE,"삼성",2250.48678897721
"365","청담CJ빌리지","서울특별시 강남구 도산대로99길 42",c(127.0498066, 37.52678287),FALSE,"삼성",2319.99844568493
"366","BRUNNEN청담","서울특별시 강남구 도산대로99길 68",c(127.0477793, 37.52728052),FALSE,"삼성",2461.88702599034
"367","삼성풍림2차아파트","서울특별시 강남구 봉은사로105길 12-7",c(127.0624742, 37.51600381),FALSE,"삼성",800.610914539793
"368","삼성동에스케이뷰","서울특별시 강남구 봉은사로109길 14-8",c(127.0648033, 37.51629618),FALSE,"삼성",842.445085588729
"369","시티(A동)","서울특별시 강남구 봉은사로109길 66-1",c(127.0639467, 37.51903488),FALSE,"삼성",1136.96000853741
"370","시티(B동)","서울특별시 강남구 봉은사로109길 66-7",c(127.064272, 37.51877791),FALSE,"삼성",1110.50235544887
"371","금호어울림","서울특별시 강남구 봉은사로111길 25",c(127.0648162, 37.51677152),FALSE,"삼성",894.777387572721
"372","삼부아파트(101동)","서울특별시 강남구 봉은사로111길 26",c(127.0651606, 37.51700102),FALSE,"삼성",925.165897160022
"373","삼부아파트 102동","서울특별시 강남구 봉은사로111길 34",c(127.0648822, 37.51740436),FALSE,"삼성",965.191637163842
"374","강변삼부아파트","서울특별시 강남구 봉은사로113길 25",c(127.0656093, 37.51709928),FALSE,"삼성",944.005204813469
"375","신동아듀크빌","서울특별시 강남구 봉은사로113길 33",c(127.0654262, 37.5174332),FALSE,"삼성",976.850800874115
"376","골든빌(99-1)","서울특별시 강남구 봉은사로113길 39",c(127.0651319, 37.5178309),FALSE,"삼성",1015.54185122829
"377","논현프라임아파트","서울특별시 강남구 봉은사로11길 11",c(127.0283941, 37.50660635),FALSE,"신논현",425.343611275253
"378","e-편한세상","서울특별시 강남구 봉은사로11길 12",c(127.0291351, 37.50673779),FALSE,"언주",422.837305872208
"379","한화꿈에그린2차","서울특별시 강남구 봉은사로21길 19",c(127.0308203, 37.50751373),FALSE,"언주",272.735754361579
"380","토미빌(228-9)","서울특별시 강남구 봉은사로29길 25",c(127.0338003, 37.50901446),TRUE,"언주",199.691971715659
"381","이움빌라","서울특별시 강남구 봉은사로29길 26",c(127.0341353, 37.50925628),TRUE,"언주",227.455844938508
"382","한양수자인어반게이트","서울특별시 강남구 봉은사로29길 35",c(127.0335666, 37.50959846),FALSE,"언주",266.007073139706
"383","역삼예명","서울특별시 강남구 봉은사로34길 53",c(127.0384555, 37.5049753),FALSE,"언주",473.798338580884
"384","경간재","서울특별시 강남구 봉은사로49길 13",c(127.0418194, 37.51081494),FALSE,"언주",805.596040599487
"385","그랑디오스","서울특별시 강남구 봉은사로51길 18",c(127.0428303, 37.5112835),FALSE,"언주",908.863456926337
"386","마블하우스","서울특별시 강남구 봉은사로51길 36",c(127.0423611, 37.51237853),FALSE,"언주",941.978791371691
"387","케럿스테이트","서울특별시 강남구 봉은사로51길 40",c(127.0422467, 37.51264319),FALSE,"언주",952.350532952025
"388","대우멤버스카운티501","서울특별시 강남구 봉은사로55길 36",c(127.0440032, 37.51284932),FALSE,"선릉",1023.80677742881
"389","노블테라스","서울특별시 강남구 봉은사로57길 17",c(127.0447452, 37.51185417),FALSE,"선릉",897.277326631153
"390","대우멤버스카운티301","서울특별시 강남구 봉은사로57길 33",c(127.0443207, 37.51286491),FALSE,"선릉",1015.71350229174
"391","대우멤버스카운티201","서울특별시 강남구 봉은사로57길 37",c(127.0442386, 37.51313149),FALSE,"선릉",1046.07468992448
"392","SM드림빌","서울특별시 강남구 봉은사로61길 34",c(127.0458715, 37.51331402),FALSE,"선릉",1027.37079571152
"393","삼성벨라스빌","서울특별시 강남구 봉은사로63길 47",c(127.0458139, 37.51434489),FALSE,"선릉",1140.87749365439
"394","이안애빌","서울특별시 강남구 봉은사로68길 65",c(127.0534103, 37.50859261),FALSE,"선릉",667.654331241308
"395","로프트원","서울특별시 강남구 봉은사로71길 7",c(127.0498658, 37.5126856),FALSE,"선릉",949.025122603519
"396","상아빌라트","서울특별시 강남구 봉은사로71길 13",c(127.0496902, 37.51305046),FALSE,"선릉",986.893509698699
"397","삼성동드림하우스","서울특별시 강남구 봉은사로71길 19",c(127.0495428, 37.51346235),FALSE,"선릉",1030.6859745404
"398","영무예다음","서울특별시 강남구 봉은사로72길 33",c(127.0524058, 37.5103128),FALSE,"선릉",769.917181170228
"399","한일","서울특별시 강남구 봉은사로73길 23",c(127.0499735, 37.51394755),FALSE,"선릉",1089.16959000667
"400","현대빌라트","서울특별시 강남구 봉은사로74길 5",c(127.0516339, 37.51203696),FALSE,"선릉",917.347702518501
"401","삼성동대유리채","서울특별시 강남구 봉은사로78길 27",c(127.053635, 37.51096506),FALSE,"삼성",876.795362537621
"402","우림루미아트","서울특별시 강남구 봉은사로81길 8",c(127.0541068, 37.51378282),FALSE,"삼성",973.336798525061
"403","삼성아셈","서울특별시 강남구 봉은사로82길 24",c(127.0550147, 37.51162589),FALSE,"삼성",786.449209660103
"404","삼성동신도브래뉴","서울특별시 강남구 삼성로103길 12",c(127.0534062, 37.51036804),FALSE,"선릉",821.430790511956
"405","삼성그랑빌","서울특별시 강남구 삼성로104길 5",c(127.0550017, 37.51092768),FALSE,"삼성",760.175873917767
"406","현대힐스테이트 2단지","서울특별시 강남구 삼성로111길 8",c(127.0514277, 37.51408062),FALSE,"선릉",1129.41142547567
"407","삼성팰리스(71-16)","서울특별시 강남구 삼성로112길 8",c(127.0533288, 37.51440731),FALSE,"삼성",1069.37134087607
"408","심포니하우스","서울특별시 강남구 삼성로120길 6",c(127.0522142, 37.516402),FALSE,"삼성",1284.09154299065
"409","삼성루첸시아","서울특별시 강남구 삼성로120길 17",c(127.0527181, 37.51721237),FALSE,"삼성",1313.24783331194
"410","세방타운하우스","서울특별시 강남구 삼성로120길 21",c(127.052932, 37.517485),FALSE,"삼성",1321.94159793504
"411","현대삼성동1차","서울특별시 강남구 삼성로120길 52-5",c(127.0550031, 37.51909677),FALSE,"삼성",1351.70812217343
"412","형우빌라","서울특별시 강남구 삼성로126길 20",c(127.0526158, 37.51767586),FALSE,"삼성",1356.5211771521
"413","청담동삼성1차아파트","서울특별시 강남구 삼성로133길 20",c(127.0478444, 37.51942289),FALSE,"선릉",1686.62324090376
"414","청담아르지움","서울특별시 강남구 삼성로135길 15",c(127.0481903, 37.5197751),FALSE,"선릉",1725.53729852581
"415","골든아트빌","서울특별시 강남구 삼성로135길 28",c(127.0470366, 37.51992213),FALSE,"선릉",1744.77227834783
"416","한신오페라하우스","서울특별시 강남구 삼성로135길 47",c(127.0455732, 37.51927632),FALSE,"선릉",1685.75608853012
"417","연세청담파크빌","서울특별시 강남구 삼성로140길 35",c(127.0513764, 37.52218871),FALSE,"삼성",1815.35416841568
"418","우성아파트","서울특별시 강남구 삼성로147길 22",c(127.0468145, 37.52170557),FALSE,"선릉",1943.89738696081
"419","개포주공 5단지","서울특별시 강남구 삼성로4길 17",c(127.0685821, 37.48756233),FALSE,"대치",904.249127046086
"420","노빌리티빌리지","서울특별시 강남구 삼성로51길 10-13",c(127.0604507, 37.49732051),FALSE,"대치",401.760908587498
"421","대치 더 클래스","서울특별시 강남구 삼성로51길 10-14",c(127.0608596, 37.49734611),FALSE,"대치",381.259287243777
"422","대치 SK VIEW","서울특별시 강남구 삼성로51길 25",c(127.0600132, 37.49542737),FALSE,"대치",316.737909593492
"423","래미안대치팰리스","서울특별시 강남구 삼성로51길 35",c(127.0607445, 37.49503005),TRUE,"대치",243.322373572513
"424","래미안대치팰리스","서울특별시 강남구 삼성로51길 37",c(127.0578508, 37.49424608),FALSE,"도곡",395.402020485746
"425","대치하나빌","서울특별시 강남구 삼성로57길 37-5",c(127.0584937, 37.49703365),FALSE,"대치",514.085475452926
"426","삼성2차","서울특별시 강남구 삼성로57길 45",c(127.0575167, 37.49703292),FALSE,"대치",589.092838919262
"427","한양팰리스","서울특별시 강남구 삼성로61길 9",c(127.0597266, 37.49919649),FALSE,"대치",607.419622618591
"428","세연파크뷰","서울특별시 강남구 삼성로63길 16-5",c(127.0584201, 37.5000388),FALSE,"대치",749.956961635487
"429","한티(933-35)","서울특별시 강남구 삼성로63길 37",c(127.0572884, 37.49905608),FALSE,"대치",735.383417078262
"430","대치현대","서울특별시 강남구 삼성로64길 5",c(127.0609702, 37.50093137),FALSE,"대치",737.091774751664
"431","대치효성","서울특별시 강남구 삼성로64길 12",c(127.0612036, 37.49991641),FALSE,"대치",623.359248390019
"432","하이캐슬102동","서울특별시 강남구 삼성로64길 36",c(127.0633835, 37.50043911),FALSE,"대치",649.194949089581
"433","하이캐슬","서울특별시 강남구 삼성로64길 40",c(127.0638564, 37.50056124),FALSE,"대치",663.723304832369
"434","도성","서울특별시 강남구 삼성로67길 14",c(127.0582976, 37.50114295),FALSE,"대치",857.721943288454
"435","대치주성","서울특별시 강남구 삼성로68길 5",c(127.0601938, 37.50155694),FALSE,"대치",825.056213233062
"436","대치타워","서울특별시 강남구 삼성로71길 11-8",c(127.0580166, 37.50171373),FALSE,"선릉",913.144779670858
"437","메트로","서울특별시 강남구 삼성로75길 34",c(127.055471, 37.50296451),FALSE,"선릉",659.537506465301
"438","롯데캐슬","서울특별시 강남구 삼성로85길 11",c(127.0564555, 37.50474108),FALSE,"선릉",732.505501681896
"439","현대썬앤빌 테헤란","서울특별시 강남구 삼성로85길 33",c(127.0548035, 37.50429733),FALSE,"선릉",584.818326603109
"440","대치동우정에쉐르1","서울특별시 강남구 삼성로85길 38",c(127.0542744, 37.50461816),FALSE,"선릉",539.623448677803
"441","대우아이빌멤버스(891-26)","서울특별시 강남구 삼성로85길 42",c(127.0537635, 37.50460653),FALSE,"선릉",494.589140229238
"442","삼성파크","서울특별시 강남구 삼성로99길 14",c(127.0535704, 37.50930315),FALSE,"선릉",735.817729776041
"443","LG선릉에클라트(A)","서울특별시 강남구 선릉로100길 42",c(127.0511881, 37.50656146),FALSE,"선릉",369.257590188415
"444","Bienestar","서울특별시 강남구 선릉로107길 16",c(127.042795, 37.50935819),FALSE,"선릉",739.509520840898
"445","성영forU","서울특별시 강남구 선릉로107길 24",c(127.0421241, 37.50920715),FALSE,"언주",759.175101953482
"446","주풍파크빌","서울특별시 강남구 선릉로108길 33",c(127.0469456, 37.5104765),FALSE,"선릉",700.014898663139
