"","아파트명","도로명주소","geometry","near_station","nearest_station","nearest_distance"
"447","테크노빌라트","서울특별시 강남구 선릉로111길 38-16",c(127.0402181, 37.5112435),FALSE,"언주",715.34781794572
"448","네오블로썸","서울특별시 강남구 선릉로112길 47",c(127.047349, 37.51228156),FALSE,"선릉",895.254265977318
"449","삼성동 롯데캐슬 킹덤","서울특별시 강남구 선릉로112길 53",c(127.0477996, 37.51311433),FALSE,"선릉",985.445227333339
"450","그라나다","서울특별시 강남구 선릉로112길 74",c(127.0495845, 37.51268546),FALSE,"선릉",945.425651737984
"451","롯데캐슬프레미어","서울특별시 강남구 선릉로126길 22",c(127.0446077, 37.51530653),FALSE,"선릉",1268.28314468991
"452","서광아파트","서울특별시 강남구 선릉로130길 19",c(127.0430742, 37.51712422),FALSE,"언주",1367.14212155918
"453","래미안삼성2차","서울특별시 강남구 선릉로130길 20",c(127.0435239, 37.51613598),FALSE,"언주",1305.74111835548
"454","우정에쉐르","서울특별시 강남구 선릉로130길 33",c(127.0443315, 37.51715017),FALSE,"언주",1437.84855287982
"455","현대빌라(43-1)","서울특별시 강남구 선릉로132길 42",c(127.044568, 37.51841232),FALSE,"언주",1560.73114573128
"456","청담3차 이-편한세상(301동)","서울특별시 강남구 선릉로132길 54",c(127.0456852, 37.51860313),FALSE,"선릉",1610.25285950692
"457","논현빌라트","서울특별시 강남구 선릉로137길 6",c(127.0399246, 37.51927309),FALSE,"언주",1442.06659548183
"458","케이씨빌","서울특별시 강남구 선릉로137길 20",c(127.0387364, 37.51904867),FALSE,"언주",1383.00758235645
"459","라이헤스빌","서울특별시 강남구 선릉로137길 21",c(127.0386761, 37.51873392),FALSE,"언주",1348.09131944351
"460","현대","서울특별시 강남구 선릉로18길 12",c(127.0601485, 37.48431999),FALSE,"도곡",853.061581853182
"461","연세리버테라스","서울특별시 강남구 선릉로190길 64",c(127.0466449, 37.52886429),FALSE,"언주",2656.66213960562
"462","청담파라곤Ⅱ 2단지","서울특별시 강남구 선릉로190길 68",c(127.0470382, 37.5286386),FALSE,"삼성",2624.02097396808
"463","연세리버빌","서울특별시 강남구 선릉로190길 72",c(127.0474823, 37.52872896),FALSE,"삼성",2611.45734875656
"464","연세빌라(102-6)","서울특별시 강남구 선릉로190길 78",c(127.0478486, 37.5286245),FALSE,"삼성",2584.54983129024
"465","연세리버빌3","서울특별시 강남구 선릉로190길 84",c(127.0483273, 37.52847924),FALSE,"삼성",2548.82054925094
"466","씨티2차(202동)","서울특별시 강남구 선릉로190길 90",c(127.0487943, 37.52843613),FALSE,"삼성",2523.7243229981
"467","씨티2차(201동)","서울특별시 강남구 선릉로190길 92",c(127.0491554, 37.52834931),FALSE,"삼성",2499.45047276113
"468","강변상지리츠빌","서울특별시 강남구 선릉로190길 112",c(127.050589, 37.52795669),FALSE,"삼성",2400.48290563958
"469","동민맥스빌A동","서울특별시 강남구 선릉로62길 38",c(127.0555486, 37.49781953),FALSE,"도곡",744.064743506473
"470","역삼래미안","서울특별시 강남구 선릉로69길 19",c(127.0499106, 37.49720797),FALSE,"선릉",798.648293109715
"471","e-편한세상","서울특별시 강남구 선릉로69길 20",c(127.0500228, 37.49882752),FALSE,"선릉",625.372603843864
"472","동양","서울특별시 강남구 선릉로72길 10-7",c(127.0525676, 37.49977771),FALSE,"선릉",631.107661919643
"473","풍림아이원2차","서울특별시 강남구 선릉로72길 45",c(127.054719, 37.50126852),FALSE,"선릉",666.160273222792
"474","대치한신휴플러스","서울특별시 강남구 선릉로76길 12",c(127.0515942, 37.50139562),FALSE,"선릉",438.475781046809
"475","대치","서울특별시 강남구 선릉로82길 40-3",c(127.0536102, 37.50317173),FALSE,"선릉",494.492514176695
"476","아름빌(889-74)","서울특별시 강남구 선릉로86길 11",c(127.0505869, 37.50340494),TRUE,"선릉",232.982445455977
"477","우정에쉐르멤버스","서울특별시 강남구 선릉로87길 14",c(127.0483489, 37.50311243),TRUE,"선릉",128.202320809732
"478","에버그린","서울특별시 강남구 선릉로8길 5",c(127.0612806, 37.4829037),FALSE,"도곡",1038.9831587127
"479","대우아이빌명문가(891-23)","서울특별시 강남구 선릉로90길 56",c(127.0536154, 37.50502453),FALSE,"선릉",487.52258972693
"480","한양립스","서울특별시 강남구 선릉로92길 37-4",c(127.0517875, 37.50630261),FALSE,"선릉",391.586754938274
"481","미성1차","서울특별시 강남구 압구정로11길 17",c(127.0202282, 37.52530763),FALSE,"언주",2344.57495366417
"482","유로미아파트A동","서울특별시 강남구 압구정로14길 16",c(127.0230192, 37.52336207),FALSE,"언주",2034.94928573418
"483","유로미아파트B동","서울특별시 강남구 압구정로14길 20",c(127.0230659, 37.52302137),FALSE,"언주",1999.64460887404
"484","체리빌","서울특별시 강남구 압구정로18길 14-8",c(127.0240591, 37.52380297),FALSE,"언주",2037.63287408692
"485","우찬","서울특별시 강남구 압구정로18길 14-12",c(127.0238472, 37.52369045),FALSE,"언주",2034.38517008852
"486","뉴현대","서울특별시 강남구 압구정로18길 14-14",c(127.0236648, 37.52355485),FALSE,"언주",2027.92530896681
"487","현대아인빌","서울특별시 강남구 압구정로22길 29",c(127.0263072, 37.5236923),FALSE,"언주",1949.9195595246
"488","광림교회","서울특별시 강남구 압구정로22길 32",c(127.0259431, 37.52360487),FALSE,"언주",1952.08943484121
"489","현대13차(208~211동)","서울특별시 강남구 압구정로29길 23",c(127.0270733, 37.52947094),FALSE,"언주",2546.19053131511
"490","현대빌라트","서울특별시 강남구 압구정로29길 49",c(127.0273071, 37.53048459),FALSE,"언주",2651.25724772386
"491","대림빌라트","서울특별시 강남구 압구정로29길 51",c(127.0271404, 37.53084868),FALSE,"언주",2693.98439357778
"492","현대14차(203,204,205,206동)","서울특별시 강남구 압구정로29길 57",c(127.0261154, 37.53068593),FALSE,"언주",2697.88473614875
"493","현대5차(71,72동)","서울특별시 강남구 압구정로29길 68",c(127.0285744, 37.53197842),FALSE,"언주",2792.64536134723
"494","현대10차","서울특별시 강남구 압구정로29길 69",c(127.0258921, 37.53150382),FALSE,"언주",2790.85105276826
"495","현대1,2차","서울특별시 강남구 압구정로29길 71",c(127.0279201, 37.53302549),FALSE,"언주",2917.34751203941
"496","신사아이빌(522)","서울특별시 강남구 압구정로2길 15",c(127.0199556, 37.52071537),FALSE,"신논현",1852.08491097741
"497","래미안신사","서울특별시 강남구 압구정로2길 20",c(127.0197744, 37.52009386),FALSE,"신논현",1788.21130100143
"498","강남상가","서울특별시 강남구 압구정로2길 46",c(127.020684, 37.51877879),FALSE,"신논현",1628.1001010655
"499","현대4차저층(51~56동)","서울특별시 강남구 압구정로33길 70",c(127.0306538, 37.53237501),FALSE,"언주",2811.63763089626
"500","신사 아크존2","서울특별시 강남구 압구정로34길 49",c(127.0307199, 37.52488971),FALSE,"언주",1984.57932499479
"501","현대3차(61~64동)","서울특별시 강남구 압구정로39길 58",c(127.0328274, 37.53219017),FALSE,"언주",2778.14166063544
"502","금광아크존(635-14)","서울특별시 강남구 압구정로42길 36",c(127.0345303, 37.52656987),FALSE,"언주",2152.3517325193
"503","신사동닛시빌라트","서울특별시 강남구 압구정로42길 46",c(127.0343688, 37.526001),FALSE,"언주",2088.78210967047
"504","압구정하이츠파크","서울특별시 강남구 압구정로42길 78",c(127.0337126, 37.52376753),FALSE,"언주",1840.07079605623
"505","압구정대원칸타빌아파트","서울특별시 강남구 압구정로48길 15",c(127.0372366, 37.52741786),FALSE,"언주",2265.21505248774
"506","로데오현대","서울특별시 강남구 압구정로50길 28",c(127.0373519, 37.52665667),FALSE,"언주",2182.7233977012
"507","한양7","서울특별시 강남구 압구정로61길 37",c(127.0437583, 37.52915305),FALSE,"언주",2589.4921319792
"508","이니그마빌","서울특별시 강남구 압구정로62길 17-4",c(127.0435713, 37.52555733),FALSE,"언주",2210.58768813457
"509","청담대우로얄카운티6차","서울특별시 강남구 압구정로71길 20",c(127.0461214, 37.5278504),FALSE,"언주",2534.98818775242
"510","효성빌라청담","서울특별시 강남구 압구정로71길 28",c(127.046284, 37.52826628),FALSE,"언주",2582.9459305104
"511","연세힐하우스1","서울특별시 강남구 압구정로71길 30-11",c(127.0474642, 37.52844378),FALSE,"삼성",2585.49807480708
"512","청담파라곤Ⅱ 1단지","서울특별시 강남구 압구정로71길 32",c(127.0465747, 37.52866449),FALSE,"언주",2633.91712090937
"513","호원빌라","서울특별시 강남구 압구정로75길 15",c(127.0471411, 37.52672767),FALSE,"삼성",2443.09236823739
"514","연세힐하우스(Ⅱ)","서울특별시 강남구 압구정로75길 39",c(127.047778, 37.52839228),FALSE,"삼성",2565.88888171438
"515","엘지빌라","서울특별시 강남구 압구정로75길 40",c(127.0481996, 37.52826576),FALSE,"삼성",2534.36139055626
"516","상지리츠빌9차","서울특별시 강남구 압구정로77길 27",c(127.0478866, 37.5269103),FALSE,"삼성",2422.39381081131
"517","청담힐A동, 진도B동","서울특별시 강남구 압구정로77길 36",c(127.0484342, 37.52733329),FALSE,"삼성",2435.40494292769
"518","상지리츠빌4B","서울특별시 강남구 압구정로77길 39",c(127.0480607, 37.5277376),FALSE,"삼성",2491.01088595137
"519","청담힐A동, 진도B동","서울특별시 강남구 압구정로77길 42",c(127.0485909, 37.52774872),FALSE,"삼성",2467.31145416935
"520","상지리츠빌4A","서울특별시 강남구 압구정로77길 43",c(127.0481526, 37.52798878),FALSE,"삼성",2510.33602563312
"521","청담연세리버빌","서울특별시 강남구 압구정로79길 61-9",c(127.0519282, 37.52612981),FALSE,"삼성",2165.76834513428
"522","상지리츠빌카일룸3차","서울특별시 강남구 압구정로79길 72",c(127.05338, 37.5252963),FALSE,"삼성",2025.89615491145
"523","빌폴라리스","서울특별시 강남구 압구정로79길 76",c(127.0537734, 37.52549975),FALSE,"삼성",2031.92212827685
"524","상지리츠빌카일룸2차","서울특별시 강남구 압구정로79길 87",c(127.0542996, 37.52647775),FALSE,"삼성",2113.93266680256
"525","더펜트하우스청담","서울특별시 강남구 압구정로79길 88",c(127.0542528, 37.5259512),FALSE,"삼성",2061.26527911404
"526","호정빌라트","서울특별시 강남구 양재대로33길 14",c(127.0830639, 37.49058776),FALSE,"학여울",1300.47011235602
"527","수서1-1단지(임대)","서울특별시 강남구 양재대로55길 10",c(127.0908497, 37.49245504),FALSE,"학여울",1854.45994893858
"528","수서","서울특별시 강남구 양재대로55길 12",c(127.0890369, 37.49284056),FALSE,"학여울",1688.87912027244
"529","역삼동그린비","서울특별시 강남구 언주로103길 12",c(127.03903, 37.50677827),FALSE,"언주",456.045743055231
"530","역삼엔스위트102동","서울특별시 강남구 언주로103길 14",c(127.0388367, 37.50671949),FALSE,"언주",439.877277209771
"531","역삼엔스위트1","서울특별시 강남구 언주로103길 16",c(127.0386393, 37.50667036),FALSE,"언주",423.364745089733
"532","에벤에셀빌라트","서울특별시 강남구 언주로104길 35",c(127.0429675, 37.50799429),FALSE,"선릉",619.371138914262
"533","동부센트레빌","서울특별시 강남구 언주로116길 6",c(127.0375869, 37.51041564),FALSE,"언주",482.287738997466
"534","경남논현","서울특별시 강남구 언주로116길 12",c(127.0382086, 37.5106088),FALSE,"언주",535.815521893258
"535","현대넥서스 B동","서울특별시 강남구 언주로122길 6",c(127.0366135, 37.51186632),FALSE,"언주",569.767335593939
"536","두산위브2단지","서울특별시 강남구 언주로122길 25",c(127.0383155, 37.51234313),FALSE,"언주",690.576621371482
"537","더그레이스","서울특별시 강남구 언주로125길 12",c(127.0341641, 37.51300872),FALSE,"언주",644.131199336572
"538","동양파라곤","서울특별시 강남구 언주로130길 30",c(127.0381302, 37.51475857),FALSE,"언주",917.902235907959
"539","로체샤르캐슬","서울특별시 강남구 언주로136길 16",c(127.0368544, 37.51718368),FALSE,"언주",1138.34761049881
"540","우민","서울특별시 강남구 언주로136길 21",c(127.0373879, 37.5178493),FALSE,"언주",1221.5299356605
"541","동현아파트 1~6","서울특별시 강남구 언주로146길 18",c(127.0365661, 37.51931933),FALSE,"언주",1365.9344342351
"542","진흥아마란스","서울특별시 강남구 언주로157길 23",c(127.0310015, 37.5236807),FALSE,"언주",1847.99402577174
"543","알파임하우스1","서울특별시 강남구 언주로164길 20",c(127.0351566, 37.52529576),FALSE,"언주",2013.03800052475
"544","압구정케이씨씨(622-1)","서울특별시 강남구 언주로167길 9",c(127.0324622, 37.5261424),FALSE,"언주",2107.84318273822
"545","신성아파트 101동","서울특별시 강남구 언주로167길 15",c(127.0319081, 37.52623918),FALSE,"언주",2122.05115335318
"546","우성사원5","서울특별시 강남구 언주로29길 34",c(127.0476713, 37.48584686),TRUE,"매봉",156.206334773078
"547","현대비젼21","서울특별시 강남구 언주로30길 10",c(127.0515536, 37.48733944),FALSE,"매봉",410.744906057235
"548","대림아크로빌","서울특별시 강남구 언주로30길 13",c(127.0511079, 37.48821666),FALSE,"매봉",390.405214939219
"549","아카데미스위트1","서울특별시 강남구 언주로30길 21",c(127.0521102, 37.48862443),FALSE,"도곡",421.354039840588
"550","타워팰리스3","서울특별시 강남구 언주로30길 26",c(127.0528375, 37.48734473),FALSE,"도곡",490.493993553264
"551","우성리빙텔","서울특별시 강남구 언주로30길 27",c(127.0525846, 37.4884289),FALSE,"도곡",406.700076899448
"552","타워팰리스1","서울특별시 강남구 언주로30길 56",c(127.0542294, 37.48819963),FALSE,"도곡",350.426897618212
"553","타워팰리스2","서울특별시 강남구 언주로30길 57",c(127.0544537, 37.48976096),TRUE,"도곡",187.390293575838
"554","갤러리아트","서울특별시 강남구 언주로63길 30",c(127.0437522, 37.49426673),FALSE,"매봉",842.646661871385
"555","공간쉐르빌","서울특별시 강남구 언주로63길 32",c(127.0435513, 37.49417646),FALSE,"매봉",839.266880146532
"556","쎄비앙 101동","서울특별시 강남구 언주로69길 31",c(127.0428275, 37.49583026),FALSE,"역삼",778.911658253474
"557","현대트라움","서울특별시 강남구 언주로70길 18-8",c(127.0473091, 37.49664439),FALSE,"선릉",849.916585433854
"558","은하수","서울특별시 강남구 언주로70길 24",c(127.0476779, 37.49723316),FALSE,"선릉",782.241789995437
"559","명인갤러리","서울특별시 강남구 언주로75길 22",c(127.0425126, 37.49852768),FALSE,"역삼",586.552051659263
"560","플래티늄1","서울특별시 강남구 언주로75길 24",c(127.042341, 37.49845477),FALSE,"역삼",576.136605179293
"561","개포자이르네","서울특별시 강남구 언주로7길 6",c(127.0554484, 37.47851396),FALSE,"매봉",1217.5773139277
"562","개포래미안포레스트","서울특별시 강남구 언주로7길 44",c(127.0539316, 37.4763196),FALSE,"매봉",1350.88317376492
"563","프리빌리지","서울특별시 강남구 언주로81길 28",c(127.0413064, 37.49990588),FALSE,"역삼",438.233913845595
"564","탑팰리스","서울특별시 강남구 언주로81길 31",c(127.0411925, 37.49952632),FALSE,"역삼",438.573516498429
"565","경남아너스빌","서울특별시 강남구 언주로85길 13",c(127.0424132, 37.50059107),FALSE,"역삼",527.868035312825
"566","진넥스빌2","서울특별시 강남구 언주로86길 7",c(127.0439712, 37.50177477),FALSE,"선릉",462.204749443795
"567","한화진넥스빌","서울특별시 강남구 언주로86길 11",c(127.0442822, 37.50198995),FALSE,"선릉",425.919655869361
"568","현대까르띠에710","서울특별시 강남구 언주로86길 12",c(127.0449498, 37.50135633),FALSE,"선릉",430.030426359723
"569","우정에쉐르3","서울특별시 강남구 언주로86길 25",c(127.0451303, 37.50248024),FALSE,"선릉",333.349279486225
"570","우림루미아트2","서울특별시 강남구 언주로90길 4",c(127.0435364, 37.50214155),FALSE,"선릉",471.903538005355
"571","우림루미아트1","서울특별시 강남구 언주로90길 6",c(127.0437641, 37.50219452),FALSE,"선릉",451.581231422021
"572","좋은사람좋은집","서울특별시 강남구 언주로90길 8",c(127.0438912, 37.5022726),FALSE,"선릉",437.517043122294
"573","역삼동프라임","서울특별시 강남구 언주로97길 22",c(127.0395247, 37.5053334),FALSE,"언주",539.49170243624
"574","신목양관","서울특별시 강남구 언주로97길 32",c(127.0387883, 37.50498108),FALSE,"언주",498.669225194336
"575","힐스테이트6","서울특별시 강남구 역삼로10길 13",c(127.0342792, 37.49335658),FALSE,"강남",784.4627448404
"576","역삼조이너스","서울특별시 강남구 역삼로19길 12",c(127.0372796, 37.49583557),FALSE,"역삼",541.443338701221
"577","노블스위트","서울특별시 강남구 역삼로19길 14",c(127.037311, 37.49609811),FALSE,"역삼",512.959539221699
"578","동원스위트뷰역삼","서울특별시 강남구 역삼로19길 25",c(127.037227, 37.49695141),FALSE,"역삼",418.108792900154
"579","프리마빌","서울특별시 강남구 역삼로25길 17",c(127.0393993, 37.49733657),FALSE,"역삼",452.789236804874
"580","마이다스힐빌라트","서울특별시 강남구 역삼로25길 20",c(127.0398148, 37.49765691),FALSE,"역삼",447.7970119915
"581","요진와이시티미니","서울특별시 강남구 역삼로25길 21",c(127.0393021, 37.49752318),FALSE,"역삼",430.932247986349
"582","대명벨리온","서울특별시 강남구 역삼로25길 27",c(127.0391109, 37.49793659),FALSE,"역삼",384.063843483024
"583","예지향","서울특별시 강남구 역삼로33길 13",c(127.0414324, 37.4979941),FALSE,"역삼",531.496241818698
"584","현대이스트빌","서울특별시 강남구 역삼로33길 19",c(127.0410542, 37.49850827),FALSE,"역삼",472.811915295979
"585","현대하이츠","서울특별시 강남구 역삼로34길 12",c(127.0421901, 37.49634441),FALSE,"역삼",698.770041390989
"586","쎄비앙 102동","서울특별시 강남구 역삼로34길 25",c(127.0429341, 37.49563614),FALSE,"역삼",800.654993942687
"587","에레프","서울특별시 강남구 역삼로3길 17-4",c(127.0307484, 37.49476425),FALSE,"강남",454.184626946149
"588","풍림아이원2차202동","서울특별시 강남구 역삼로74길 8",c(127.0549992, 37.50136912),FALSE,"선릉",682.357949402849
"589","오투빌(파크앤스위트)","서울특별시 강남구 역삼로7길 13",c(127.0326975, 37.49490454),FALSE,"강남",567.791010745763
"590","대치동 959-33 도시형생활주택","서울특별시 강남구 역삼로81길 15",c(127.0587944, 37.50424747),FALSE,"삼성",640.7289207741
"591","풍림(1차)","서울특별시 강남구 영동대로112길 15",c(127.0618589, 37.51560281),FALSE,"삼성",762.706996077387
"592","아셈","서울특별시 강남구 영동대로112길 22",c(127.0620063, 37.5151087),FALSE,"삼성",706.424478121744
"593","동구싼타빌","서울특별시 강남구 영동대로112길 24",c(127.0622782, 37.51515156),FALSE,"삼성",707.974869157997
"594","삼성아트빌","서울특별시 강남구 영동대로112길 26",c(127.0624488, 37.5151615),FALSE,"삼성",707.499699903283
"595","엘에이치삼성도시형생활주택","서울특별시 강남구 영동대로112길 46",c(127.0640033, 37.51550557),FALSE,"삼성",745.971545789512
"596","동일파크스위트","서울특별시 강남구 영동대로112길 67",c(127.0659076, 37.51619296),FALSE,"삼성",853.090868350956
"597","월성빌라트","서울특별시 강남구 영동대로114길 23",c(127.0616031, 37.51615844),FALSE,"삼성",827.343564097976
"598","래미안(201동)","서울특별시 강남구 영동대로114길 56",c(127.0641261, 37.51663159),FALSE,"삼성",871.643146534672
"599","래미안삼성1차","서울특별시 강남구 영동대로114길 56",c(127.064, 37.51714807),FALSE,"삼성",927.928771991016
"600","래미안삼성1차(105)","서울특별시 강남구 영동대로114길 56",c(127.063448, 37.51586979),FALSE,"삼성",783.421838453196
"601","레미안삼성1차(104)","서울특별시 강남구 영동대로114길 56",c(127.0630571, 37.51650772),FALSE,"삼성",854.155382553897
"602","삼부아그레빌","서울특별시 강남구 영동대로114길 63",c(127.0640986, 37.51791032),FALSE,"삼성",1013.10497055868
"603","대우멤버스카운티(101동)","서울특별시 강남구 영동대로114길 71-3",c(127.0645809, 37.51811984),FALSE,"삼성",1040.44066131907
"604","아펠바움","서울특별시 강남구 영동대로114길 72",c(127.0650197, 37.51805395),FALSE,"삼성",1038.42866480353
"605","대우멤버스카운티(102동)","서울특별시 강남구 영동대로118길 76",c(127.0642862, 37.51828456),FALSE,"삼성",1055.96522051354
"606","청담자이","서울특별시 강남구 영동대로138길 12",c(127.0572591, 37.52299834),FALSE,"삼성",1660.69950162796
"607","더 갤러리파크","서울특별시 강남구 영동대로141길 14",c(127.0535334, 37.52340074),FALSE,"삼성",1831.24192904945
"608","뉴현대리버빌","서울특별시 강남구 영동대로142길 7",c(127.0558179, 37.5241578),FALSE,"삼성",1824.9080056385
"609","래미안청담로이뷰","서울특별시 강남구 영동대로142길 16",c(127.0564092, 37.52476026),FALSE,"삼성",1870.28227780816
"610","마크힐스이스트윙","서울특별시 강남구 영동대로142길 19",c(127.0552001, 37.52451922),FALSE,"삼성",1882.25155097747
"611","마크힐스웨스트윙","서울특별시 강남구 영동대로142길 21",c(127.0550835, 37.52478197),FALSE,"삼성",1913.19247555304
"612","청담아이파크","서울특별시 강남구 영동대로142길 25",c(127.0551646, 37.52524711),FALSE,"삼성",1958.64828009719
"613","현대1","서울특별시 강남구 영동대로57길 28",c(127.0654455, 37.49992162),FALSE,"학여울",570.871915146817
"614","세영팔레스타운","서울특별시 강남구 영동대로65길 57",c(127.0621429, 37.50076923),FALSE,"대치",695.488121633773
"615","풍림아이원3차(1007-1)","서울특별시 강남구 영동대로72길 10",c(127.0667829, 37.50467836),FALSE,"삼성",559.036823140713
"616","우정에쉐르","서울특별시 강남구 영동대로85길 17",c(127.0622562, 37.50684034),TRUE,"삼성",236.166492269231
"617","월드빌","서울특별시 강남구 영동대로85길 17-7",c(127.0624107, 37.50661138),FALSE,"삼성",256.086817377283
"618","화인하이빌","서울특별시 강남구 영동대로85길 17-9",c(127.0624881, 37.50643221),FALSE,"삼성",273.653680732459
"619","푸른마을 아파트 101동~111동","서울특별시 강남구 일원로14길 25",c(127.0806612, 37.48399891),FALSE,"학여울",1676.24031183683
"620","강남역우정에쉐르","서울특별시 강남구 테헤란로10길 10",c(127.0322611, 37.49840893),FALSE,"강남",419.586401008179
"621","(828-21)","서울특별시 강남구 테헤란로10길 25",c(127.032979, 37.49758882),FALSE,"역삼",457.334140369897
"622","(828-76)","서울특별시 강남구 테헤란로10길 27",c(127.0330672, 37.4974046),FALSE,"역삼",467.845058472961
"623","예지인","서울특별시 강남구 테헤란로10길 42",c(127.0331095, 37.49641444),FALSE,"강남",520.541821819188
"624","프리우스 역삼 102동","서울특별시 강남구 테헤란로13길 31-7",c(127.0312852, 37.50133242),FALSE,"역삼",460.006730513688
"625","역삼우성","서울특별시 강남구 테헤란로13길 35-6",c(127.0311316, 37.50200976),FALSE,"역삼",490.974714797175
"626","(633-22)로얄팰리스","서울특별시 강남구 테헤란로13길 45",c(127.0311764, 37.50253005),FALSE,"역삼",508.050031383984
"627","이스턴오피스텔","서울특별시 강남구 테헤란로14길 13",c(127.0335247, 37.49854852),FALSE,"역삼",347.431974253442
"628","정원","서울특별시 강남구 테헤란로14길 42",c(127.0338945, 37.49653946),FALSE,"역삼",509.667286029518
"629","포스틸빌라트","서울특별시 강남구 테헤란로20길 36",c(127.0350238, 37.49731732),FALSE,"역삼",391.633661322153
"630","로얄빌리지","서울특별시 강남구 테헤란로21길 18",c(127.0345351, 37.50156586),TRUE,"역삼",195.277380286255
"631","한양럭스","서울특별시 강남구 테헤란로25길 58",c(127.0345706, 37.50428468),FALSE,"언주",331.868692862105
"632","이지마루 역삼","서울특별시 강남구 테헤란로27길 8-14",c(127.0391097, 37.50223667),FALSE,"역삼",294.439980952498
"633","네스빌(728-10)","서울특별시 강남구 테헤란로28길 47",c(127.0400756, 37.49823307),FALSE,"역삼",419.68622107687
"634","개나리4","서울특별시 강남구 언주로 406",c(127.0454625, 37.50151429),FALSE,"선릉",387.585761440387
"635","역삼센트럴아이파크","서울특별시 강남구 테헤란로44길 26",c(127.0456803, 37.50045266),FALSE,"선릉",476.802260711013
"636","역삼우정에쉐르2","서울특별시 강남구 테헤란로48길 10",c(127.0459044, 37.50267695),FALSE,"선릉",266.36735651178
"637","역삼동우정에쉐르1","서울특별시 강남구 테헤란로4길 32",c(127.0301733, 37.49627483),FALSE,"강남",298.392814265092
"638","쌍용플레티넘밸류","서울특별시 강남구 테헤란로4길 46",c(127.0303857, 37.49544387),FALSE,"강남",375.797443142994
"639","테헤란아이파크","서울특별시 강남구 테헤란로52길 16",c(127.0469456, 37.50245913),TRUE,"선릉",227.393547769812
"640","(817-25)","서울특별시 강남구 테헤란로5길 25",c(127.0287395, 37.50022939),FALSE,"강남",273.872873102967
"641","풍림 지오빌","서울특별시 강남구 테헤란로5길 36",c(127.0290771, 37.50088392),FALSE,"강남",352.508771685557
"642","LG선릉에클라트(B)","서울특별시 강남구 테헤란로63길 12",c(127.0509927, 37.50614767),FALSE,"선릉",325.606877944345
"643","선릉역대우아이빌(890-49)","서울특별시 강남구 테헤란로64길 9",c(127.0514507, 37.50440388),FALSE,"선릉",289.504954313514
"644","선릉역 풍림아이원레몬","서울특별시 강남구 테헤란로64길 13",c(127.0515058, 37.50417127),FALSE,"선릉",294.059384195004
"645","대치동우정에쉐르2(890-42)","서울특별시 강남구 테헤란로68길 15",c(127.0525685, 37.50432111),FALSE,"선릉",387.712901044258
"646","우정에쉐르2","서울특별시 강남구 테헤란로77길 8",c(127.0549066, 37.50707845),FALSE,"선릉",671.659486878598
"647","풍림","서울특별시 강남구 테헤란로77길 22",c(127.0543161, 37.50802112),FALSE,"선릉",684.635164200081
"648","삼성동대성유니드","서울특별시 강남구 테헤란로77길 26",c(127.05405, 37.50851647),FALSE,"선릉",702.126638336074
"649","이안애2차","서울특별시 강남구 테헤란로77길 27",c(127.053845, 37.50812444),FALSE,"선릉",659.675633098431
"650","삼성웰피아","서울특별시 강남구 테헤란로77길 31",c(127.0537151, 37.50842168),FALSE,"선릉",673.318568731826
"651","삼성펠리스","서울특별시 강남구 테헤란로79길 31",c(127.054406, 37.50867898),FALSE,"선릉",737.539330177368
"652","삼성오네뜨","서울특별시 강남구 테헤란로79길 42",c(127.0543658, 37.50962842),FALSE,"삼성",784.572302838921
"653","신동아","서울특별시 강남구 학동로105길 30",c(127.0587014, 37.52304074),FALSE,"삼성",1629.60420739496
"654","브라운스톤","서울특별시 강남구 학동로11길 13",c(127.0245896, 37.51313847),FALSE,"신논현",967.342934745346
"655","인본","서울특별시 강남구 학동로17길 13",c(127.0260248, 37.51355124),FALSE,"언주",988.385628311535
"656","비쥬힐","서울특별시 강남구 학동로21길 23",c(127.0273058, 37.51485298),FALSE,"언주",1028.42114345211
"657","논현베르빌","서울특별시 강남구 학동로30길 21",c(127.0327972, 37.5127655),FALSE,"언주",624.120752446346
"658","삼성빌라트","서울특별시 강남구 학동로31길 29",c(127.0313147, 37.51651406),FALSE,"언주",1058.12276352473
"659","논현동월드메르디앙","서울특별시 강남구 학동로38길 22",c(127.0341823, 37.51353107),FALSE,"언주",702.233519681369
"660","현대넥서스 A동","서울특별시 강남구 학동로42길 60",c(127.0367816, 37.51158864),FALSE,"언주",548.65969945018
"661","제이빌","서울특별시 강남구 학동로43길 30",c(127.0379932, 37.51808187),FALSE,"언주",1260.84421397349
"662","논현웰스톤","서울특별시 강남구 학동로43길 38",c(127.0380336, 37.5184681),FALSE,"언주",1303.03690070632
"663","논현라폴리움","서울특별시 강남구 학동로46길 32",c(127.0387726, 37.51407381),FALSE,"언주",875.377517533877
"664","두산위브1단지","서울특별시 강남구 학동로46길 38",c(127.0387474, 37.51354077),FALSE,"언주",823.132979059361
"665","더원 센트럴","서울특별시 강남구 학동로53길 3-8",c(127.0396849, 37.5171957),FALSE,"언주",1221.34441399987
"666","벨러스빌","서울특별시 강남구 학동로5길 17",c(127.0226347, 37.51290571),FALSE,"신논현",954.42645252921
"667","요진보네르","서울특별시 강남구 학동로5길 20",c(127.0229615, 37.51309945),FALSE,"신논현",971.44468314304
"668","힐스빌7","서울특별시 강남구 학동로5길 22",c(127.0229011, 37.51326512),FALSE,"신논현",990.413726645151
