법정동코드,아파트명,토지소재지,지번,2021년 개별공시지가,2021년 공시일자,2022년 개별공시지가,2022년 공시일자,2023년 개별공시지가,2023년 공시일자,기준일자,동향,비율
1168010700,압구정화이트빌,서울특별시 강남구 논현로154길 11,591-11번지,9030000,20210531,10360000,20220419,9933000,20230428,1월1일,하락세,0.958783784
1168010700,압구정 Ainvill,서울특별시 강남구 논현로154길 12,590-7번지,9030000,20210531,10360000,20220419,9933000,20230428,1월1일,하락세,0.958783784
1168010700,한양아파트,서울특별시 강남구 논현로157길 29,556-29번지,9718000,20210531,11500000,20220419,10920000,20230428,1월1일,하락세,0.949565217
1168010700,토미,서울특별시 강남구 논현로158길 17,593-32번지,11710000,20210531,12590000,20220419,12130000,20230428,1월1일,하락세,0.963463066
1168010700,하야트빌,서울특별시 강남구 논현로159길 56,551-5번지,9655000,20210531,11610000,20220419,11020000,20230428,1월1일,하락세,0.94918174
1168010700,장자울아파트,서울특별시 강남구 논현로160길 20,593-21번지,9062000,20210531,10390000,20220419,9853000,20230428,1월1일,하락세,0.948315688
1168010700,신사파크빌A동,서울특별시 강남구 도산대로23길 18,562 번지,9776000,20210531,11180000,20220419,10650000,20230428,1월1일,하락세,0.952593918
1168010700,신사파크빌B동,서울특별시 강남구 도산대로25길 15-17,562-24번지,9776000,20210531,11180000,20220419,10650000,20230428,1월1일,하락세,0.952593918
1168010700,리갈팰리스,서울특별시 강남구 도산대로35길 46,626 번지,9899000,20210531,11720000,20220419,11280000,20230428,1월1일,하락세,0.962457338
1168010700,유로미아파트A동,서울특별시 강남구 압구정로14길 16,547-7번지,13960000,20210531,15100000,20220419,14460000,20230428,1월1일,하락세,0.957615894
1168010700,유로미아파트B동,서울특별시 강남구 압구정로14길 20,547-8번지,13960000,20210531,15100000,20220419,14460000,20230428,1월1일,하락세,0.957615894
1168010700,체리빌,서울특별시 강남구 압구정로18길 14-8,550-7번지,12760000,20210531,13900000,20220419,13170000,20230428,1월1일,하락세,0.947482014
1168010700,우찬,서울특별시 강남구 압구정로18길 14-12,550-20번지,12760000,20210531,13900000,20220419,13170000,20230428,1월1일,하락세,0.947482014
1168010700,뉴현대,서울특별시 강남구 압구정로18길 14-14,550-5번지,12760000,20210531,13900000,20220419,13170000,20230428,1월1일,하락세,0.947482014
1168010700,현대아인빌,서울특별시 강남구 압구정로22길 29,569-1번지,11450000,20210531,12730000,20220419,12200000,20230428,1월1일,하락세,0.958366064
1168010700,광림교회,서울특별시 강남구 압구정로22길 32,568-21번지,10780000,20210531,11990000,20220419,11490000,20230428,1월1일,하락세,0.958298582
1168010700,신사아이빌(522),서울특별시 강남구 압구정로2길 15,522번지,14190000,20210531,15740000,20220419,14970000,20230428,1월1일,하락세,0.951080051
1168010700,래미안신사,서울특별시 강남구 압구정로2길 20,506-9번지,11500000,20210531,13710000,20220419,13200000,20230428,1월1일,하락세,0.962800875
1168010700,강남상가,서울특별시 강남구 압구정로2길 46,510-11번지,21400000,20210531,22950000,20220419,21860000,20230428,1월1일,하락세,0.952505447
1168010700,신사 아크존2,서울특별시 강남구 압구정로34길 49,606-2번지,8994000,20210531,10340000,20220419,9900000,20230428,1월1일,하락세,0.957446809
1168010700,금광아크존(635-14),서울특별시 강남구 압구정로42길 36,635-14번지,17520000,20210531,18610000,20220419,17690000,20230428,1월1일,하락세,0.950564213
1168010700,신사동닛시빌라트,서울특별시 강남구 압구정로42길 46,634-14번지,12630000,20210531,13270000,20220419,12610000,20230428,1월1일,하락세,0.950263753
1168010700,압구정하이츠파크,서울특별시 강남구 압구정로42길 78,632 번지,27060000,20210531,30040000,20220419,28590000,20230428,1월1일,하락세,0.951731025
1168010700,압구정대원칸타빌아파트,서울특별시 강남구 압구정로48길 15,659 번지,12950000,20210531,13940000,20220419,13230000,20230428,1월1일,하락세,0.949067432
1168010700,로데오현대,서울특별시 강남구 압구정로50길 28,658 번지,15020000,20210531,16030000,20220419,15340000,20230428,1월1일,하락세,0.956955708
1168010700,진흥아마란스,서울특별시 강남구 언주로157길 23,626-1번지,10100000,20210531,11960000,20220419,11510000,20230428,1월1일,하락세,0.962374582
1168010700,알파임하우스1,서울특별시 강남구 언주로164길 20,649-5번지,12630000,20210531,13270000,20220419,12610000,20230428,1월1일,하락세,0.950263753
1168010700,압구정케이씨씨(622-1),서울특별시 강남구 언주로167길 9,622-1번지,10090000,20210531,11010000,20220419,10570000,20230428,1월1일,하락세,0.960036331
1168010700,신성아파트 101동,서울특별시 강남구 언주로167길 15,622 번지,10090000,20210531,11010000,20220419,10570000,20230428,1월1일,하락세,0.960036331
1168010800,N168,서울특별시 강남구 학동로 168,128-6번지,25820000,20210531,30180000,20220419,28530000,20230428,1월1일,하락세,0.945328032
1168010800,"청학아파트 에이동,비동,씨동",서울특별시 강남구 도산대로 232,062-3번지,28131000,20210531,30747000,20220419,30720000,20230428,1월1일,하락세,0.999121866
1168010800,아크로힐스논현,서울특별시 강남구 언주로 604,276-1번지,18460000,20210531,20950000,20220419,20080000,20230428,1월1일,하락세,0.958472554
1168010800,논현 아이파크,서울특별시 강남구 언주로 615,225-6번지,20610000,20210531,25240000,20220419,23870000,20230428,1월1일,하락세,0.945721078
1168010800,현대인텔렉스,서울특별시 강남구 언주로 620,261 번지,25130000,20210531,29650000,20220419,28110000,20230428,1월1일,하락세,0.948060708
1168010800,펜트힐루논현,서울특별시 강남구 언주로 641,211-21번지,21090000,20210531,24870000,20220419,23580000,20230428,1월1일,하락세,0.948130277
1168010800,KIRIN HILLS,서울특별시 강남구 논현로 661,130-9번지,18820000,20210531,22460000,20220419,21240000,20230428,1월1일,하락세,0.945681211
1168010800,논현동역세권청년임대주택,서울특별시 강남구 봉은사로 125,202-7번지,45078000,20210531,48174000,20220419,47200000,20230428,1월1일,하락세,0.979781625
1168010800,마일스디오빌,서울특별시 강남구 학동로 165,058-2번지,25820000,20210531,30180000,20220419,28530000,20230428,1월1일,하락세,0.945328032
1168010800,논현파라곤,서울특별시 강남구 학동로 338,241-1번지,32660000,20210531,36380000,20220419,34410000,20230428,1월1일,하락세,0.945849368
1168010800,거평프리젠,서울특별시 강남구 강남대로112길 41,196 번지,14650000,20210531,16640000,20220419,16140000,20230428,1월1일,하락세,0.969951923
1168010800,우성,서울특별시 강남구 강남대로120길 58,180-6번지,7260000,20210531,8479000,20220419,8137000,20230428,1월1일,하락세,0.959665055
1168010800,월드쉐르빌,서울특별시 강남구 강남대로124길 51,138-9번지,7340000,20210531,8545000,20220419,8108000,20230428,1월1일,하락세,0.948858982
1168010800,세호시티라이프,서울특별시 강남구 강남대로128길 27,122-25번지,13920000,20210531,15300000,20220419,14470000,20230428,1월1일,하락세,0.945751634
1168010800,힐타워,서울특별시 강남구 강남대로132길 26,053-1번지,10970000,20210531,13500000,20220419,14200000,20230428,1월1일,상승세,1.051851852
1168010800,네오빌,서울특별시 강남구 강남대로132길 42,055-12번지,11100000,20210531,14500000,20220419,14650000,20230428,1월1일,상승세,1.010344828
1168010800,지고하임(102동),서울특별시 강남구 강남대로136길 40,044-9번지,9704000,20210531,11270000,20220419,10580000,20230428,1월1일,하락세,0.93877551
1168010800,애플타운,서울특별시 강남구 강남대로146길 13,016-42번지,10710000,20210531,12990000,20220419,12280000,20230428,1월1일,하락세,0.945342571
1168010800,신동아(22),서울특별시 강남구 강남대로146길 28,22 번지,14510000,20210531,16140000,20220419,15980000,20230428,1월1일,하락세,0.990086741
1168010800,이산,서울특별시 강남구 논현로111길 34,194-22번지,7446000,20210531,8557000,20220419,8214000,20230428,1월1일,하락세,0.959915858
1168010800,논현동한화꿈에그린,서울특별시 강남구 논현로111길 39,205-2번지,14510000,20210531,16470000,20220419,15980000,20230428,1월1일,하락세,0.970248937
1168010800,논현동프라임,서울특별시 강남구 논현로113길 5,192-3번지,9460000,20210531,10370000,20220419,9827000,20230428,1월1일,하락세,0.947637416
1168010800,리더스빌,서울특별시 강남구 논현로113길 7,192-1번지,9719000,20210531,10660000,20220419,10090000,20230428,1월1일,하락세,0.946529081
1168010800,신동아,서울특별시 강남구 논현로118길 17,222-18번지,8570000,20210531,9423000,20220419,8814000,20230428,1월1일,하락세,0.935370901
1168010800,논현아트빌,서울특별시 강남구 논현로124길 7,215-14번지,11220000,20210531,12690000,20220419,11900000,20230428,1월1일,하락세,0.937746257
1168010800,두영,서울특별시 강남구 논현로124길 8,216-1번지,11220000,20210531,12690000,20220419,11900000,20230428,1월1일,하락세,0.937746257
1168010800,학동,서울특별시 강남구 논현로124길 28,217-34번지,7990000,20210531,9305000,20220419,8828000,20230428,1월1일,하락세,0.948737238
1168010800,브라이튼N40,서울특별시 강남구 논현로131길 44,40 번지,13300000,20210531,15100000,20220419,14360000,20230428,1월1일,하락세,0.950993377
1168010800,하우트리스,서울특별시 강남구 논현로131길 45,057-1번지,10960000,20210531,11860000,20220419,11390000,20230428,1월1일,하락세,0.960370995
1168010800,한양빌라트,서울특별시 강남구 논현로140길 22,079-7번지,9483000,20210531,11050000,20220419,10410000,20230428,1월1일,하락세,0.942081448
1168010800,논현인텔(9-2),서울특별시 강남구 도산대로24길 19,009-2번지,9565000,20210531,10900000,20220419,10330000,20230428,1월1일,하락세,0.947706422
1168010800,프라임,서울특별시 강남구 도산대로30길 56,080-13번지,9326000,20210531,11050000,20220419,10410000,20230428,1월1일,하락세,0.942081448
1168010800,한진로즈힐,서울특별시 강남구 도산대로46길 21,105-4번지,15160000,20210531,17210000,20220419,16510000,20230428,1월1일,하락세,0.959325973
1168010800,쌍용,서울특별시 강남구 도산대로50길 43,103 번지,13560000,20210531,15400000,20220419,14930000,20230428,1월1일,하락세,0.969480519
1168010800,논현한가람빌라트,서울특별시 강남구 도산대로50길 54,105-3번지,14370000,20210531,16320000,20220419,15520000,20230428,1월1일,하락세,0.950980392
1168010800,골든캐슬,서울특별시 강남구 도산대로54길 48-8,103-11번지,8920000,20210531,10200000,20220419,9682000,20230428,1월1일,하락세,0.949215686
1168010800,논현프라임아파트,서울특별시 강남구 봉은사로11길 11,196-4번지,14650000,20210531,16640000,20220419,16140000,20230428,1월1일,하락세,0.969951923
1168010800,e-편한세상,서울특별시 강남구 봉은사로11길 12,195-1번지,14230000,20210531,16150000,20220419,15660000,20230428,1월1일,하락세,0.969659443
1168010800,한화꿈에그린2차,서울특별시 강남구 봉은사로21길 19,194-23번지,8932000,20210531,11500000,20220419,11000000,20230428,1월1일,하락세,0.956521739
1168010800,토미빌(228-9),서울특별시 강남구 봉은사로29길 25,228-9번지,10300000,20210531,11650000,20220419,11020000,20230428,1월1일,하락세,0.945922747
1168010800,이움빌라,서울특별시 강남구 봉은사로29길 26,229-13번지,8452000,20210531,9595000,20220419,9456000,20230428,1월1일,하락세,0.985513288
1168010800,한양수자인어반게이트,서울특별시 강남구 봉은사로29길 35,221-7번지,11110000,20210531,12570000,20220419,11780000,20230428,1월1일,하락세,0.937151949
1168010800,경간재,서울특별시 강남구 봉은사로49길 13,270-44번지,8836000,20210531,9935000,20220419,9439000,20230428,1월1일,하락세,0.950075491
1168010800,그랑디오스,서울특별시 강남구 봉은사로51길 18,268-12번지,8625000,20210531,9935000,20220419,9439000,20230428,1월1일,하락세,0.950075491
1168010800,마블하우스,서울특별시 강남구 봉은사로51길 36,267-23번지,9401000,20210531,10820000,20220419,10190000,20230428,1월1일,하락세,0.941774492
1168010800,케럿스테이트,서울특별시 강남구 봉은사로51길 40,267-18번지,7950000,20210531,9165000,20220419,8723000,20230428,1월1일,하락세,0.95177305
1168010800,테크노빌라트,서울특별시 강남구 선릉로111길 38-16,271-6번지,7985000,20210531,9175000,20220419,8697000,20230428,1월1일,하락세,0.947901907
1168010800,논현빌라트,서울특별시 강남구 선릉로137길 6,102-9번지,8920000,20210531,10200000,20220419,9682000,20230428,1월1일,하락세,0.949215686
1168010800,케이씨빌,서울특별시 강남구 선릉로137길 20,104-23번지,9493000,20210531,11110000,20220419,10470000,20230428,1월1일,하락세,0.942394239
1168010800,라이헤스빌,서울특별시 강남구 선릉로137길 21,109-9번지,8251000,20210531,9830000,20220419,9337000,20230428,1월1일,하락세,0.949847406
1168010800,동부센트레빌,서울특별시 강남구 언주로116길 6,275 번지,15760000,20210531,19020000,20220419,17990000,20230428,1월1일,하락세,0.945846477
1168010800,경남논현,서울특별시 강남구 언주로116길 12,274 번지,13300000,20210531,15100000,20220419,14360000,20230428,1월1일,하락세,0.950993377
1168010800,현대넥서스 B동,서울특별시 강남구 언주로122길 6,261-7번지,11110000,20210531,12570000,20220419,11780000,20230428,1월1일,하락세,0.937151949
1168010800,두산위브2단지,서울특별시 강남구 언주로122길 25,285 번지,13560000,20210531,15400000,20220419,14640000,20230428,1월1일,하락세,0.950649351
1168010800,더그레이스,서울특별시 강남구 언주로125길 12,212-20번지,10050000,20210531,11450000,20220419,10890000,20230428,1월1일,하락세,0.951091703
1168010800,동양파라곤,서울특별시 강남구 언주로130길 30,245 번지,15450000,20210531,17540000,20220419,16840000,20230428,1월1일,하락세,0.96009122
1168010800,로체샤르캐슬,서울특별시 강남구 언주로136길 16,114-23번지,9206000,20210531,10780000,20220419,10150000,20230428,1월1일,하락세,0.941558442
1168010800,우민,서울특별시 강남구 언주로136길 21,107-44번지,13300000,20210531,15100000,20220419,14360000,20230428,1월1일,하락세,0.950993377
1168010800,동현아파트 1~6,서울특별시 강남구 언주로146길 18,105 번지,15900000,20210531,18050000,20220419,17310000,20230428,1월1일,하락세,0.95900277
1168010800,브라운스톤,서울특별시 강남구 학동로11길 13,043-3번지,9975000,20210531,13000000,20220419,14200000,20230428,1월1일,상승세,1.092307692
1168010800,인본,서울특별시 강남구 학동로17길 13,042-6번지,10290000,20210531,11710000,20220419,11000000,20230428,1월1일,하락세,0.939368061
1168010800,비쥬힐,서울특별시 강남구 학동로21길 23,039-10번지,9813000,20210531,11380000,20220419,10720000,20230428,1월1일,하락세,0.942003515
1168010800,논현베르빌,서울특별시 강남구 학동로30길 21,214-2번지,14090000,20210531,16000000,20220419,15220000,20230428,1월1일,하락세,0.95125
1168010800,삼성빌라트,서울특별시 강남구 학동로31길 29,079-5번지,8880000,20210531,10350000,20220419,9845000,20230428,1월1일,하락세,0.951207729
1168010800,논현동월드메르디앙,서울특별시 강남구 학동로38길 22,212-13번지,12960000,20210531,14720000,20220419,14140000,20230428,1월1일,하락세,0.960597826
1168010800,현대넥서스 A동,서울특별시 강남구 학동로42길 60,261-8번지,10190000,20210531,11530000,20220419,10900000,20230428,1월1일,하락세,0.945359931
1168010800,제이빌,서울특별시 강남구 학동로43길 30,108-2번지,9302000,20210531,10890000,20220419,10260000,20230428,1월1일,하락세,0.94214876
1168010800,논현웰스톤,서울특별시 강남구 학동로43길 38,108 번지,9348000,20210531,10650000,20220419,10120000,20230428,1월1일,하락세,0.950234742
1168010800,논현라폴리움,서울특별시 강남구 학동로46길 32,252 번지,13160000,20210531,14940000,20220419,14210000,20230428,1월1일,하락세,0.951137885
1168010800,두산위브1단지,서울특별시 강남구 학동로46길 38,252-1번지,13300000,20210531,15100000,20220419,14360000,20230428,1월1일,하락세,0.950993377
1168010800,더원 센트럴,서울특별시 강남구 학동로53길 3-8,118-8번지,13010000,20210531,14860000,20220419,14210000,20230428,1월1일,하락세,0.956258412
1168010800,벨러스빌,서울특별시 강남구 학동로5길 17,047-11번지,8735000,20210531,10150000,20220419,9615000,20230428,1월1일,하락세,0.94729064
1168010800,요진보네르,서울특별시 강남구 학동로5길 20,046-3번지,8909000,20210531,10350000,20220419,9807000,20230428,1월1일,하락세,0.947536232
1168010800,힐스빌7,서울특별시 강남구 학동로5길 22,046-2번지,8909000,20210531,10350000,20220419,9807000,20230428,1월1일,하락세,0.947536232
1168010800,스위트캐슬레지던스,서울특별시 강남구 학동로7길 6,55 번지,11210000,20210531,14190000,20220419,14800000,20230428,1월1일,상승세,1.04298802
1168010800,은탑리더스카운티,서울특별시 강남구 학동로9길 15,044-6번지,8909000,20210531,10350000,20220419,9807000,20230428,1월1일,하락세,0.947536232
1168010800,지고하임(101동),서울특별시 강남구 학동로9길 21,044-8번지,9704000,20210531,11270000,20220419,10580000,20230428,1월1일,하락세,0.93877551
1168010800,휴먼스페이스,서울특별시 강남구 논현로111길 3,192-15번지,17930000,20210531,23060000,20220419,21850000,20230428,1월1일,하락세,0.947528187
1168011300,세곡2지구 도시형생활주택(유현리엔아파트),서울특별시 강남구 밤고개로21길 56,524 번지,7728000,20210531,8716000,20220419,8260000,20230428,1월1일,하락세,0.947682423
1168011300,강남한신휴플러스6단지,서울특별시 강남구 밤고개로26길 50,365 번지,6381000,20210531,7198000,20220419,6821000,20230428,1월1일,하락세,0.94762434
1168011300,강남한신휴플러스8단지,서울특별시 강남구 밤고개로27길 20,513 번지,6031000,20210531,6802000,20220419,6446000,20230428,1월1일,하락세,0.947662452
1168010100,역삼디오슈페리움,서울특별시 강남구 강남대로 324,832-5번지,47440000,20210531,54350000,20220429,51410000,20230428,1월1일,하락세,0.945906164
1168010100,대림역삼,서울특별시 강남구 언주로 316,761-10번지,18800000,20210531,21700000,20220429,20430000,20230428,1월1일,하락세,0.941474654
1168010100,상지리츠빌(1호라인),서울특별시 강남구 언주로 320,761-9번지,18230000,20210531,21040000,20220429,19810000,20230428,1월1일,하락세,0.941539924
1168010100,상지리츠빌(2호라인),서울특별시 강남구 언주로 322,761 번지,18800000,20210531,21700000,20220429,20430000,20230428,1월1일,하락세,0.941474654
1168010100,역삼푸르지오,서울특별시 강남구 언주로 332,754-1번지,18800000,20210531,21700000,20220429,20430000,20230428,1월1일,하락세,0.941474654
1168010100,역삼자이,서울특별시 강남구 언주로 420,711-3번지,19680000,20210531,22710000,20220429,21390000,20230428,1월1일,하락세,0.941875826
1168010100,대우디오빌,서울특별시 강남구 언주로 427,720-25번지,35110000,20210531,40880000,20220429,38690000,20230428,1월1일,하락세,0.946428571
1168010100,현대휴먼터치빌,서울특별시 강남구 논현로 565,606-18번지,18990000,20210531,21800000,20220429,20640000,20230428,1월1일,하락세,0.946788991
1168010100,역삼동하나빌,서울특별시 강남구 봉은사로 312,681-26번지,27410000,20210531,31980000,20220429,30670000,20230428,1월1일,하락세,0.959036898
1168010100,테라힐스,서울특별시 강남구 선릉로 307,765-10번지,18600000,20210531,20830000,20220429,19610000,20230428,1월1일,하락세,0.941430629
1168010100,동부센트레빌,서울특별시 강남구 선릉로 423,716 번지,20300000,20210531,23430000,20220429,22060000,20230428,1월1일,하락세,0.941527956
1168010100,에스케이허브젠,서울특별시 강남구 역삼로 109,831-45번지,27810000,20210531,30880000,20220429,29440000,20230428,1월1일,하락세,0.953367876
1168010100,브라운스톤역삼,서울특별시 강남구 역삼로 171,747-5번지,15700000,20210531,17470000,20220429,16640000,20230428,1월1일,하락세,0.952489983
1168010100,명인갤러리2차,서울특별시 강남구 역삼로 237,732-25번지,14190000,20210531,16220000,20220429,15430000,20230428,1월1일,하락세,0.951294698
1168010100,세방하이빌1,서울특별시 강남구 역삼로 240,771-4번지,13650000,20210531,15600000,20220429,14840000,20230428,1월1일,하락세,0.951282051
1168010100,세방하이빌2,서울특별시 강남구 역삼로 240-1,771-14번지,10550000,20210531,12080000,20220429,11520000,20230428,1월1일,하락세,0.953642384
1168010100,개나리래미안,서울특별시 강남구 역삼로 306,754 번지,20300000,20210531,23430000,20220429,22060000,20230428,1월1일,하락세,0.941527956
1168010100,역삼 I'PARK,서울특별시 강남구 역삼로 307,713-11번지,20300000,20210531,23430000,20220429,22060000,20230428,1월1일,하락세,0.941527956
1168010100,레미안펜타빌,서울특별시 강남구 역삼로 309,713-7번지,17500000,20210531,20350000,20220429,19170000,20230428,1월1일,하락세,0.942014742
1168010100,개나리 푸르지오,서울특별시 강남구 역삼로 314,755-1번지,20300000,20210531,23430000,20220429,22060000,20230428,1월1일,하락세,0.941527956
1168010100,개나리SK뷰,서울특별시 강남구 역삼로 315-1,716-3번지,20300000,20210531,23430000,20220429,22060000,20230428,1월1일,하락세,0.941527956
1168010100,강남웅진베어스빌,서울특별시 강남구 도곡로 113,838-10번지,27530000,20210531,30880000,20220429,29710000,20230428,1월1일,하락세,0.962111399
1168010100,래미안그레이튼(진달래2차),서울특별시 강남구 도곡로 306,539-5번지,16540000,20210531,19200000,20220429,18160000,20230428,1월1일,하락세,0.945833333
1168011200,래미안강남힐즈,서울특별시 강남구 자곡로 101,611 번지,7969000,20210531,9130000,20220429,8707000,20230428,1월1일,하락세,0.953669222
1168011200,엘에이치강남아이파크,서울특별시 강남구 자곡로 175,602 번지,7969000,20210531,9130000,20220429,8707000,20230428,1월1일,하락세,0.953669222
1168011200,강남한양수자인(4단지),서울특별시 강남구 자곡로 260,686 번지,7581000,20210531,8550000,20220429,8028000,20230428,1월1일,하락세,0.938947368
1168010100,대우디오빌플러스,서울특별시 강남구 강남대로84길 33,824-25번지,28770000,20210531,31660000,20220429,30180000,20230428,1월1일,하락세,0.953253316
1168010100,뉴엠빌라트,서울특별시 강남구 강남대로94길 27-7,635-9번지,9720000,20210531,10920000,20220429,10400000,20230428,1월1일,하락세,0.952380952
1168010100,프리우스 역삼 101동,서울특별시 강남구 강남대로94길 51-14,636-33번지,8283000,20210531,9526000,20220429,9060000,20230428,1월1일,하락세,0.951081251
1168011500,까치마을,서울특별시 강남구 광평로19길 10,746 번지,16350000,20210531,16400000,20220429,15400000,20230428,1월1일,하락세,0.93902439
1168011500,삼성,서울특별시 강남구 광평로31길 27,747 번지,16020000,20210531,16100000,20220429,15400000,20230428,1월1일,하락세,0.956521739
1168011500,강남 더샵 포레스트,서울특별시 강남구 광평로34길 35,799 번지,7481000,20210531,8635000,20220429,8159000,20230428,1월1일,하락세,0.944875507
1168011500,강남데시앙포레,서울특별시 강남구 광평로34길 55,795 번지,8676000,20210531,8700000,20220429,8600000,20230428,1월1일,하락세,0.988505747
1168011500,동익,서울특별시 강남구 광평로39길 3,738 번지,12500000,20210531,14300000,20220429,9676000,20230428,1월1일,하락세,0.676643357
1168011500,신동아,서울특별시 강남구 광평로47길 17,736 번지,12500000,20210531,14010000,20220429,9676000,20230428,1월1일,하락세,0.690649536
1168011500,수서한아름,서울특별시 강남구 광평로51길 22,712 번지,11080000,20210531,12400000,20220429,12030000,20230428,1월1일,하락세,0.97016129
1168011500,삼익아파트401동~405동,서울특별시 강남구 광평로51길 27,708 번지,11390000,20210531,12740000,20220429,12360000,20230428,1월1일,하락세,0.970172684
1168011500,수서1,서울특별시 강남구 광평로51길 49,707 번지,11080000,20210531,12400000,20220429,12030000,20230428,1월1일,하락세,0.97016129
1168011500,수서6,서울특별시 강남구 광평로56길 11,723 번지,12000000,20210531,13420000,20220429,9684000,20230428,1월1일,하락세,0.721609538
1168011500,하니움,서울특별시 강남구 광평로60길 32,721-1번지,6340000,20210531,7150000,20220429,8819000,20230428,1월1일,상승세,1.233426573
1168010100,역삼동칼라,서울특별시 강남구 논현로101길 6,607-17번지,10710000,20210531,11970000,20220429,11820000,20230428,1월1일,하락세,0.987468672
1168010100,역삼동골든베리힐,서울특별시 강남구 논현로102길 4,667-1번지,8849000,20210531,10140000,20220429,10000000,20230428,1월1일,하락세,0.986193294
1168010100,리치타워,서울특별시 강남구 논현로105길 52,604 번지,10600000,20210531,12220000,20220429,11650000,20230428,1월1일,하락세,0.953355155
1168010100,강남서해더블루,서울특별시 강남구 논현로63길 16,796-29번지,9650000,20210531,11210000,20220429,10670000,20230428,1월1일,하락세,0.951828724
1168010100,리츠빌,서울특별시 강남구 논현로64길 28,787-4번지,7415000,20210531,8484000,20220429,8047000,20230428,1월1일,하락세,0.948491278
1168010100,역삼이안애에이,서울특별시 강남구 논현로70길 14,777-2번지,6664000,20210531,7690000,20220429,7356000,20230428,1월1일,하락세,0.95656697
1168010100,역삼이안애비,서울특별시 강남구 논현로70길 16,777-49번지,6664000,20210531,7690000,20220429,7356000,20230428,1월1일,하락세,0.95656697
1168010100,불루밍코트,서울특별시 강남구 논현로71길 46,789-28번지,10250000,20210531,11780000,20220429,11230000,20230428,1월1일,하락세,0.953310696
1168010100,지석천평대,서울특별시 강남구 논현로71길 48,789-29번지,10050000,20210531,11550000,20220429,11010000,20230428,1월1일,하락세,0.953246753
1168010100,경일역삼,서울특별시 강남구 논현로72길 32,775-14번지,9528000,20210531,10940000,20220429,10430000,20230428,1월1일,하락세,0.953382084
1168010100,베스젠빌,서울특별시 강남구 논현로97길 74,633 번지,6902000,20210531,8016000,20220429,7641000,20230428,1월1일,하락세,0.953218563
1168010100,역삼르비앙1,서울특별시 강남구 도곡로11길 13,835-12번지,7745000,20210531,8805000,20220429,8352000,20230428,1월1일,하락세,0.948551959
1168010100,롯데캐슬노블,서울특별시 강남구 도곡로13길 19,835-68번지,12340000,20210531,14330000,20220429,13440000,20230428,1월1일,하락세,0.937892533
1168010100,거평빌라트,서울특별시 강남구 도곡로17길 12,794-28번지,8629000,20210531,9922000,20220429,9329000,20230428,1월1일,하락세,0.940233824
1168010100,노블카운티,서울특별시 강남구 도곡로19길 13,794-24번지,7393000,20210531,8490000,20220429,8041000,20230428,1월1일,하락세,0.947114252
1168010100,강남한솔,서울특별시 강남구 도곡로19길 17,794-19번지,8125000,20210531,9330000,20220429,8748000,20230428,1월1일,하락세,0.937620579
1168010100,역삼동월드메르디앙,서울특별시 강남구 도곡로21길 15,795-41번지,8629000,20210531,9922000,20220429,9329000,20230428,1월1일,하락세,0.940233824
1168010100,세종빌라트,서울특별시 강남구 도곡로23길 31,791-23번지,8629000,20210531,9922000,20220429,9329000,20230428,1월1일,하락세,0.940233824
1168010100,우성빌라트,서울특별시 강남구 도곡로23길 32,791-12번지,8910000,20210531,10060000,20220429,9455000,20230428,1월1일,하락세,0.939860835
1168010100,TREE HOUSE,서울특별시 강남구 도곡로23길 33,791-15번지,7845000,20210531,9020000,20220429,8559000,20230428,1월1일,하락세,0.948891353
1168010100,갤러리하우스,서울특별시 강남구 도곡로33길 16,783-3번지,6915000,20210531,8065000,20220429,7636000,20230428,1월1일,하락세,0.946807192
1168010100,한스빌(836),서울특별시 강남구 도곡로3길 26,836 번지,12420000,20210531,14110000,20220429,12000000,20230428,1월1일,하락세,0.850460666
1168010100,래미안그레이튼,서울특별시 강남구 도곡로43길 20,763-16번지,16600000,20210531,19310000,20220429,18190000,20230428,1월1일,하락세,0.941998964
1168010100,래미안그레이튼(진달래2차),서울특별시 강남구 도곡로43길 21,762-3번지,19680000,20210531,22710000,20220429,21390000,20230428,1월1일,하락세,0.941875826
1168010100,상지리츠빌역삼2차,서울특별시 강남구 도곡로43길 37,761-3번지,7635000,20210531,8700000,20220429,8230000,20230428,1월1일,하락세,0.945977011
1168010100,트레벨,서울특별시 강남구 도곡로57길 9-7,766-8번지,8459000,20210531,9639000,20220429,9118000,20230428,1월1일,하락세,0.94594875
1168010100,역삼2차아이파크,서울특별시 강남구 도곡로57길 12,765-32번지,18490000,20210531,20710000,20220429,19510000,20230428,1월1일,하락세,0.942056977
1168010100,금호어울림,서울특별시 강남구 도곡로7길 22,835-67번지,13480000,20210531,15650000,20220429,14680000,20230428,1월1일,하락세,0.938019169
1168010100,역삼열성카이스빌,서울특별시 강남구 도곡로7길 23,836-35번지,12640000,20210531,14190000,20220429,13500000,20230428,1월1일,하락세,0.951374207
1168010100,역삼예명,서울특별시 강남구 봉은사로34길 53,664-5번지,7815000,20210531,9170000,20220429,8683000,20230428,1월1일,하락세,0.946892039
1168010100,Bienestar,서울특별시 강남구 선릉로107길 16,682-1번지,9225000,20210531,10750000,20220429,10610000,20230428,1월1일,하락세,0.986976744
1168010100,성영forU,서울특별시 강남구 선릉로107길 24,681-46번지,9513000,20210531,11080000,20220429,10940000,20230428,1월1일,하락세,0.987364621
